"book","lesson","audio_1","text_4","text_2","text_3","text_1"
"1","13","1249大概幾點.mp3","大概幾點？","About what time?","Dàgài jǐdiǎn?","大概幾點？"
"1","13","1250五點左右.mp3","五點左右。","About five.","Wǔdiǎn zuǒyòu.","五點左右。"
"1","13","1251好我會在學校門口等妳.mp3","好，我會在學校門口等妳。","Good. I will wait for you at the front gate of the school.","Hǎo, wǒ huì zài xuéxiào ménkǒu děng nǐ.","好，我會在學校門口等妳。"
"1","13","1252怡君謝謝妳請我到這麼有名的餐廳吃飯.mp3","怡君，謝謝妳請我到這麼有名的餐廳吃飯。","Yijun, thank you for asking me to eat at this well-known restaurant.","Yíjūn, xièxie nǐ qǐng wǒ dào zhème yǒumíng de cāntīng chīfàn.","怡君，謝謝妳請我到這麼有名的餐廳吃飯。"
"1","13","1253哪裡哪裡這是我給你的禮物.mp3","哪裡，哪裡！這是我給你的禮物。","Not at all. Not at all. This is my gift to you.","Nǎlǐ, nǎlǐ! Zhè shì wǒ gěi nǐ de lǐwù.","哪裡，哪裡！這是我給你的禮物。"
"1","13","1254謝謝真開心今年有臺灣朋友給我過生日.mp3","謝謝！真開心，今年有臺灣朋友給我過生日。","Thank you. I'm really happy that a Taiwanese friend is celebrating my birthday with me this year.","Xièxie! Zhēn kāixīn, jīnnián yǒu Táiwān péngyǒu gěi wǒ guò shēngrì.","謝謝！真開心，今年有臺灣朋友給我過生日。"
"1","13","1255你想吃什麼有沒有不吃的東西.mp3","你想吃什麼？有沒有不吃的東西？","What would you like to eat? Is there anything you don't eat?","Nǐ xiǎng chī shénme? Yǒu méi yǒu bù chī de dōngxi?","你想吃什麼？有沒有不吃的東西？"
"1","13","1256我什麼都吃.mp3","我什麼都吃。","I eat everything.","Wǒ shénme dōu chī.","我什麼都吃。"
"1","13","1257我已經訂了豬腳麵線和蛋等一下你多吃一點.mp3","我已經訂了豬腳麵線和蛋。等一下你多吃一點。","I made a special order of pork knuckles with extra fine noodles and eggs before coming to the restaurant. (When it gets here, dig in) Get ready.","Wǒ yǐjīng dìngle zhūjiǎo miànxiàn hàn dàn. Děng yíxià nǐ duō chī yìdiǎn.","我已經訂了豬腳麵線和蛋。等一下你多吃一點。"
"1","13","1258臺灣人過生日是不是都吃這些東西.mp3","臺灣人過生日是不是都吃這些東西？","Is that what Taiwanese eat on their birthdays?","Táiwān rénguò shēngrì shìbúshì dōu chī zhè xiē dōngxi?","臺灣人過生日是不是都吃這些東西？"
"1","13","1259對啊這是傳統不過現在大部分年輕人過生日不吃這些東西了.mp3","對啊！這是傳統，不過，現在大部分年輕人過生日不吃這些東西了。","Yes. This is a tradition, but most young people don't eat these things on their birthdays anymore.","Duì a! Zhè shì chuántǒng, búguò, xiànzài dà bùfèn niánqīng rén guò shēngrì bù chī zhè xiē dōngxi le.","對啊！這是傳統，不過，現在大部分年輕人過生日不吃這些東西了。"
"1","13","1260那麼你們過生日吃什麼呢.mp3","那麼，你們過生日吃什麼呢？","Then, what do you eat on your birthday's?","Nàme, nǐmen guò shēngrì chī shénme ne?","那麼，你們過生日吃什麼呢？"
"1","13","1261跟你們一樣吃蛋糕今天我也訂了一個生日蛋糕.mp3","跟你們一樣，吃蛋糕。今天我也訂了一個生日蛋糕。","We eat cakes just like you. I also ordered a birthday cake.","Gēn nǐmen yíyàng, chī dàngāo. Jīntiān wǒ yě dìngle yí ge shēngrì dàngāo.","跟你們一樣，吃蛋糕。今天我也訂了一個生日蛋糕。"
"1","13","1262妳對我真好.mp3","妳對我真好。","You are really nice to me.","Nǐ duì wǒ zhēn hǎo.","妳對我真好。"
"1","13","1263安同祝你生日快樂萬事如意心想事成.mp3","安同，祝你生日快樂、萬事如意、心想事成。","Happy birthday, Anton. I wish you the best in everything and may all your wishes come true.","Āntóng, zhù nǐ shēngrì kuàilè, wànshì rúyì, xīnxiǎng shìchéng.","安同，祝你生日快樂、萬事如意、心想事成。"
"1","13","1264謝謝謝謝.mp3","謝謝！謝謝！","Thank you! Thank you!","Xièxie! Xièxie!","謝謝！謝謝！"
"1","14","1265天氣這麼冷.mp3","天氣這麼冷！","It's so cold!","tiānqì zhème lěng","天氣這麼冷！"
"1","14","1266如玉外面風那麼大我覺得今天比昨天冷臺灣會不會下雪.mp3","外面風那麼大，我覺得今天比昨天冷。臺灣會不會下雪？","It is windy outside. I think it's colder today than yesterday. Does it snow in Taiwan?","Wàimiàn fēng nàme dà, wǒ juéde jīntiān bǐ zuótiān lěng. Táiwān huì bú huì xiàxuě?","外面風那麼大，我覺得今天比昨天冷。臺灣會不會下雪？"
"1","14","1267很高的山會下雪玉山常下雪美國呢開始下雪了吧.mp3","很高的山會下雪。玉山常下雪。美國呢？開始下雪了吧？","It snows in high mountains. It snows on Yushan frequently. And the US? It has probably started snowing there?","Hěn gāo de shān huì xiàxuě. Yùshān cháng xiàxuě. Měiguó ne? Kāishǐ xià xuě le ba?","很高的山會下雪。玉山常下雪。美國呢？開始下雪了吧？"
"1","14","1268如玉還沒有每年差不多十二月開始下雪的時候我常去山上滑雪.mp3","還沒有。每年差不多十二月開始。下雪的時候，我常去山上滑雪。","Not yet. Every year around December, it starts. When it snows, I often go skiing in the mountains.","Hái méi yǒu. Měi nián chābùduō shí'èryuè kāishǐ. Xiàxuě de shíhòu, wǒ cháng qù shānshàng huáxuě.","還沒有。每年差不多十二月開始。下雪的時候，我常去山上滑雪。"
"1","14","1269我怕冷我比較喜歡春天.mp3","我怕冷。我比較喜歡春天。","I don't like the cold. I like spring better.","Wǒ pà lěng. Wǒ bǐjiào xǐhuān chūntiān.","我怕冷。我比較喜歡春天。"
"1","14","1270如玉春天不錯天氣很舒服.mp3","春天不錯，天氣很舒服。","Spring isn't bad. The weather is nice.","Chūntiān búcuò, tiānqì hěn shūfú.","春天不錯，天氣很舒服。"
"1","14","1271我去年五月在紐約玩了兩個星期那個時候天氣很好風景也很漂亮我玩得非常開心.mp3","我去年五月在紐約玩了兩個星期。那個時候，天氣很好，風景也很漂亮，我玩得非常開心。","Last May, I was in New York having a good time for two weeks. The weather was very nice then and the scenery was beautiful. I had a great time.","Wǒ qùnián wǔyuè zài Niǔyuē wánle liǎng ge xīngqí. Nà ge shíhòu, tiānqì hěn hǎo, fēngjǐng yě hěn piàoliàng, wǒ wán de fēicháng kāixīn.","我去年五月在紐約玩了兩個星期。那個時候，天氣很好，風景也很漂亮，我玩得非常開心。"
"1","14","1272如玉我在臺灣住了半年多了有一點想家.mp3","我在臺灣住了半年多了。有一點想家。","I have lived in Taiwan for over half a year now. I'm a little home sick.","Wǒ zài Táiwān zhùle bàn nián duō le. Yǒu yìdiǎn xiǎng jiā.","我在臺灣住了半年多了。有一點想家。"
"1","14","1273新年快到了想回去看父母嗎.mp3","新年快到了。想回去看父母嗎？","It is almost New Year's. Are you thinking about going back to see your parents?","Xīnnián kuài dào le. xiǎng huíqù kàn fùmǔ ma?","新年快到了。想回去看父母嗎？"
"1","14","1274如玉我打算十二月底回去想跟我去美國玩嗎.mp3","我打算十二月底回去。想跟我去美國玩嗎？","I plan to go back at the end of December. Would you like to go with me to the US?","Wǒ dǎsuàn shí'èryuè dǐ huíqù. xiǎng gēn wǒ qù Měiguó wán ma?","我打算十二月底回去。想跟我去美國玩嗎？"
"1","14","1275冬天太冷了不過我想明年秋天去看紅葉對了妳什麼時候回來.mp3","冬天太冷了。不過，我想明年秋天去看紅葉。對了，妳什麼時候回來？","The winter is too cold, but I would like to go see the Autumn leaves next year. By the way, are you coming back?","Dōngtiān tài lěng le. Búguò, wǒ xiǎng míngnián qiūtiān qù kàn hóngyè. Duìle, nǐ shénme shíhòu huílái?","冬天太冷了。不過，我想明年秋天去看紅葉。對了，妳什麼時候回來？"
"1","14","1276如玉因為我們只放十天的假所以一月五號回來.mp3","因為我們只放十天的假，所以一月五號回來。","We only have 10 days off, so I will be back January 5th.","Yīnwèi wǒmen zhǐ fàng shí tiān de jià, suǒyǐ yīyuè wǔhào huílái.","因為我們只放十天的假，所以一月五號回來。"
"1","14","1277如玉雨下得這麼大妳怎麼沒帶傘呢.mp3","如玉，雨下得這麼大，妳怎麼沒帶傘呢？","Ruyu, as heavy as it's raining, why didn't you bring an umbrella?","Rúyù, yǔ xià de zhème dà, nǐ zěnme méi dài sǎn ne?","如玉，雨下得這麼大，妳怎麼沒帶傘呢？"
"1","14","1278如玉我昨天帶了可是今天忘了帶.mp3","我昨天帶了，可是今天忘了帶。","I brought it yesterday, but I forgot to bring it today.","Wǒ zuótiān dài le, kěshì jīntiān wàngle dài.","我昨天帶了，可是今天忘了帶。"
"1","14","1279颱風快要來了.mp3","颱風快要來了。","A typhoon is coming.","Táifēng kuài yào lái le.","颱風快要來了。"
"1","14","1280如玉我已經聽說了.mp3","我已經聽說了。","Yes, I've heard.","Wǒ yǐjīng tīngshuō le.","我已經聽說了。"
"1","14","1281這裡每年夏天都有颱風颱風來的時候風和雨都很大做什麼都很不方便.mp3","這裡每年夏天都有颱風。颱風來的時候，風和雨都很大，做什麼都很不方便。","We have typhoons every summer. When typhoons hit, we get heavy wind and rain. It gets very inconvenient to do anything.","Zhèlǐ měi nián xiàtiān dōu yǒu táifēng. Táifēng lái de shíhòu, fēng hàn yǔ dōu hěn dà, zuò shénme dōu hěn bù fāngbiàn.","這裡每年夏天都有颱風。颱風來的時候，風和雨都很大，做什麼都很不方便。"
"1","14","1282如玉是啊哪裡都濕濕的真討厭.mp3","是啊！哪裡都濕濕的。真討厭。","Yeah. It gets wet everywhere. I hate it.","Shì a! Nǎlǐ dōu shīshī de. zhēn tǎoyàn.","是啊！哪裡都濕濕的。真討厭。"
"1","14","1283電視新聞說這次的颱風會比上次的更大請大家多小心.mp3","電視新聞說，這次的颱風會比上次的更大，請大家多小心。","The TV news says this typhoon is bigger than the last one and advised everyone to be extra cautious.","Diànshì xīnwén shuō, zhè cì de táifēng huì bǐ shàng cì de gèng dà, qǐng dàjiā duō xiǎoxīn.","電視新聞說，這次的颱風會比上次的更大，請大家多小心。"
"1","14","1284如玉希望這次的沒有上次的那麼可怕.mp3","希望這次的沒有上次的那麼可怕。","I hope the one this time is not as scary as the last one.","Xīwàng zhè cì de méi yǒu shàng cì de nàme kěpà.","希望這次的沒有上次的那麼可怕。"
"1","14","1285如玉妳看雨停了.mp3","如玉，妳看！雨停了。","Ruyu, look. The rain has stopped.","Rúyù, nǐ kàn! Yǔ tíng le.","如玉，妳看！雨停了。"
"1","14","1286如玉太好了謝謝你的傘再見.mp3","太好了！謝謝你的傘，再見。","Great! Thank you for the umbrella. See you.","Tài hǎo le! Xièxie nǐ de sǎn, zàijiàn.","太好了！謝謝你的傘，再見。"
"1","14","1287不客氣小心慢走.mp3","不客氣。小心慢走。","You are welcome. Take care.","Búkèqì. xiǎoxīn màn zǒu.","不客氣。小心慢走。"
"1","15","1288我很不舒服.mp3","我很不舒服","I Don't Feel Well","wǒ hěnbù shūfu","我很不舒服"
"1","15","1289醫生白小姐妳哪裡不舒服.mp3","白小姐，妳哪裡不舒服？","Miss Bai, how are you doing? What's wrong?","Bái Xiǎojiě, nǐ nǎlǐ bù shūfú?","白小姐，妳哪裡不舒服？"
"1","15","1290如玉我一直流鼻水頭很痛胃口很差什麼東西都不想吃.mp3","我一直流鼻水，頭很痛，胃口很差。什麼東西都不想吃。","My nose continues to run, my head aches and my appetite is poor. I don't feel like eating anything.","Wǒ yìzhí liú bíshuǐ, tóu hěn tòng, wèikǒu hěn chā. Shénme dōngxi dōu bù xiǎng chī.","我一直流鼻水，頭很痛，胃口很差。什麼東西都不想吃。"
"1","15","1291醫生大概多久了.mp3","大概多久了？","About how long?","Dàgài duō jiǔ le?","大概多久了？"
"1","15","1292如玉已經四五天了.mp3","已經四、五天了。","About four or five days now.","Yǐjīng sì, wǔtiān le.","已經四、五天了。"
"1","15","1293醫生我看看你的喉嚨喉嚨有一點發炎.mp3","我看看你的喉嚨。喉嚨有一點發炎。","Let me take a look at your throat. Your throat is a bit inflamed.","Wǒ kànkàn nǐ de hóulóng. Hóulóng yǒu yìdiǎn fāyán.","我看看你的喉嚨。喉嚨有一點發炎。"
"1","15","1294如玉請問我生的是什麼病.mp3","請問我生的是什麼病？","Excuse me, what sickness do I have?","Qǐngwèn wǒ shēng de shì shénme bìng?","請問我生的是什麼病？"
"1","15","1295醫生妳有一點發燒是感冒不過沒有什麼關係.mp3","妳有一點發燒，是感冒，不過沒有什麼關係。","You have a slight fever. It is a cold, but it's nothing serious.","Nǐ yǒu yìdiǎn fāshāo, shì gǎnmào, búguò méi yǒu shénme guānxi.","妳有一點發燒，是感冒，不過沒有什麼關係。"
"1","15","1296如玉請問我得吃藥嗎.mp3","請問我得吃藥嗎？","Excuse me, do I have to take any medicine?","Qǐngwèn wǒ děi chī yào ma?","請問我得吃藥嗎？"
"1","15","1297醫生要妳到藥局去拿藥.mp3","要，妳到藥局去拿藥。","Yes. Go to the pharmacy to pick up your medicine.","Yào, nǐ dào yàojú qù ná yào.","要，妳到藥局去拿藥。"
"1","15","1298如玉好的請問我的病什麼時候會好.mp3","好的。請問我的病什麼時候會好？","Thank you. Excuse me, when will I be well again?","Hǎode. Qǐngwèn wǒ de bìng shénme shíhòu huì hǎo?","好的。請問我的病什麼時候會好？"
"1","15","1299醫生回去把藥吃了多喝水多休息早一點睡覺很快就會好.mp3","回去把藥吃了，多喝水，多休息，早一點睡覺，很快就會好。","Go home, take your medicine, drink plenty of water, get plenty of rest, and go to bed early and you'll be better very soon.","Huíqù bǎ yào chīle, duō hē shuǐ, duō xiūxí, zǎo yìdiǎn shuìjiào, hěn kuài jiù huì hǎo.","回去把藥吃了，多喝水，多休息，早一點睡覺，很快就會好。"
"1","15","1300如玉好的謝謝您.mp3","好的，謝謝您。","Fine, thank you.","Hǎode, xièxie nín.","好的，謝謝您。"
"1","15","1301如玉你怎麼了臉色這麼難看.mp3","你怎麼了？臉色這麼難看。","What's the matter? You don't look too good.","Nǐ zěnme le? Liǎnsè zhème nánkàn.","你怎麼了？臉色這麼難看。"
"1","15","1302昨天晚上肚子很不舒服吃了東西就吐還吐了好幾次.mp3","昨天晚上肚子很不舒服，吃了東西就吐，還吐了好幾次。","My stomach didn't feel good last night. I ate something and then threw up. vomited several times.","Zuótiān wǎnshàng dùzi hěn bù shūfú, chīle dōngxi jiù tǔ, hái tǔle hǎo jǐ cì.","昨天晚上肚子很不舒服，吃了東西就吐，還吐了好幾次。"
"1","15","1303如玉你這麼不舒服我陪你去看病好不好.mp3","你這麼不舒服，我陪你去看病，好不好？","You are feeling that badly. I'll go with you to see a doctor. Okay?","Nǐ zhème bù shūfú, wǒ péi nǐ qù kànbìng, hǎo bù hǎo?","你這麼不舒服，我陪你去看病，好不好？"
"1","15","1304不用了我在臺灣沒有健康保險.mp3","不用了。我在臺灣沒有健康保險。","No need. I don't have health insurance in Taiwan.","Búyòng le. Wǒ zài Táiwān méi yǒu jiànkāng bǎoxiǎn.","不用了。我在臺灣沒有健康保險。"
"1","15","1305如玉那麼我陪你去學校的健康中心那裡的醫生很好對學生也很客氣.mp3","那麼，我陪你去學校的健康中心。那裡的醫生很好，對學生也很客氣。","Then I'll go with you to the school's health center. The doctors there are good, and they are polite to students.","Nàme, wǒ péi nǐ qù xuéxiào de jiànkāng zhōngxīn. Nàlǐ de yīshēng hěn hǎo, duì xuéshēng yě hěn kèqì.","那麼，我陪你去學校的健康中心。那裡的醫生很好，對學生也很客氣。"
"1","15","1306謝謝妳我想去藥局買藥就好了.mp3","謝謝妳。我想去藥局買藥就好了。","Thank you. I think I'll just buy some medicine at a drug store. That should do it.","Xièxie nǐ. Wǒ xiǎng qù yàojú mǎi yào jiù hǎo le.","謝謝妳。我想去藥局買藥就好了。"
"1","15","1307如玉你真的不去看病嗎.mp3","你真的不去看病嗎？","You're really not going to see a doctor?","Nǐ zhēnde bú qù kànbìng ma?","你真的不去看病嗎？"
"1","15","1308我想回家休息請妳跟老師說我生病了不能上課.mp3","我想回家休息。請妳跟老師說，我生病了，不能上課。","I just want to go home and rest. Please tell the teacher I am sick and I can't go to class.","Wǒ xiǎng huí jiā xiūxí. Qǐng nǐ gēn lǎoshī shuō, wǒ shēngbìng le, bù néng shàngkè.","我想回家休息。請妳跟老師說，我生病了，不能上課。"
"1","15","1309如玉好你自己要多小心油的冰的東西最好都別吃.mp3","好。你自己要多小心。油的、冰的東西最好都別吃。","Take care of yourself. You'd best not eat anything oily or cold.","Hǎo. Nǐ zìjǐ yào duō xiǎoxīn. Yóu de, bīng de dōngxi zuìhǎo dōu bié chī.","好。你自己要多小心。油的、冰的東西最好都別吃。"
"1","15","1310謝謝你的關心(如玉下課以後).mp3","謝謝你的關心。","Thank you for your concern.","Xièxie nǐ de guānxīn.","謝謝你的關心。"
"1","15","1311我來看你了現在覺得怎麼樣好一點了嗎.mp3","我來看你了。現在覺得怎麼樣？好一點了嗎？","I came to see you. How are you feeling now? Any better?","Wǒ lái kàn nǐ le. Xiànzài juéde zěnmeyàng? Hǎo yìdiǎn le ma?","我來看你了。現在覺得怎麼樣？好一點了嗎？"
"1","15","1312如玉謝謝妳好多了我吃了一包藥以後睡得比昨天好.mp3","謝謝妳，好多了。我吃了一包藥以後，睡得比昨天好。","Thanks. Much better now. I took a packet of medicine and slept a lot better than yesterday.","Xièxie nǐ, hǎo duō le. Wǒ chīle yì bāo yào yǐhòu, shuì de bǐ zuótiān hǎo.","謝謝妳，好多了。我吃了一包藥以後，睡得比昨天好。"
"1","15","1313不錯你睡了幾個小時的覺以後現在臉色比早上好得多了.mp3","不錯。你睡了幾個小時的覺以後，現在臉色比早上好得多了。","Good. After having slept for a few hours, you now look much better than this morning.","Búcuò. Nǐ shuìle jǐ ge xiǎoshí de jiào yǐhòu, xiànzài liǎnsè bǐ zǎoshàng hǎo de duō le.","不錯。你睡了幾個小時的覺以後，現在臉色比早上好得多了。"
"2","1","2001B2L01P1S01.mp3","你需要我幫忙嗎？","Do you need any help?","Nǐ xūyào wǒ bāngmáng ma?","你需要我幫忙嗎？"
"2","1","2002B2L01P1S02.mp3","我好像迷路了。","I think I am lost.","Wǒ hǎoxiàng mílù le.","我好像迷路了。"
"2","1","2003B2L01P1S03.mp3","你要去哪裡？","Where did you want to go?","Nǐ yào qù nǎlǐ?","你要去哪裡？"
"2","1","2004B2L01P1S04.mp3","請問，到師大怎麼走？","Could you tell me how to get to Shida?","Qǐngwèn, dào Shīdà zěnme zǒu?","請問，到師大怎麼走？"
"2","1","2005B2L01P1S05.mp3","你從這裡往前走，到了下一個路口，右轉⋯⋯","Go straight from here. When you reach the next intersection, turn right...","Nǐ cóng zhèlǐ wǎng qián zǒu, dào le xià yí ge lùkǒu, yòu zhuǎn ―","你從這裡往前走，到了下一個路口，右轉⋯⋯"
"2","1","2006B2L01P1S06.mp3","右轉就到了嗎？聽起來不遠。","Just turn right and I am there? Doesn’t seem very far.","Yòu zhuǎn jiù dào le ma? Tīng qǐlái bù yuǎn.","右轉就到了嗎？聽起來不遠。"
"2","1","2007B2L01P1S07.mp3","還沒到！你右轉以後，是和平東路一段，","Not yet. After you turn right, you will be on Heping East Road Section 1.","Hái méi dào! Nǐ yòu zhuǎn yǐhòu, shì Hépíng Dōng Lù yí duàn,","還沒到！你右轉以後，是和平東路一段，"
"2","1","2008B2L01P1S08.mp3","再往前一直走，過了第二個紅綠燈，就看見師大了。","Keep going straight. Once you cross the second traffic light, you will see NTNU.","zài wǎng qián yìzhí zǒu, guò le dì èr ge hónglǜdēng, jiù kànjiàn Shīdà le.","再往前一直走，過了第二個紅綠燈，就看見師大了。"
"2","1","2009B2L01P1S09.mp3","謝謝，我知道了。","Thank you. I understand.","Xièxie, wǒ zhīdào le.","謝謝，我知道了。"
"2","1","2010B2L01P1S10.mp3","你的中文很好。","Your Chinese is very good.","Nǐ de Zhōngwén hěn hǎo.","你的中文很好。"
"2","1","2011B2L01P1S11.mp3","謝謝，我還得多學一點。","Thank you. I still have more to learn.","Xièxie, wǒ hái děi duō xué yìdiǎn.","謝謝，我還得多學一點。"
"2","1","2012B2L01P1S12.mp3","能不能再告訴我，這附近有沒有提款機？","Can you also tell me how to find an ATM machine around here?","Néng bù néng zài gàosù wǒ, zhè fùjìn yǒu méi yǒu tíkuǎnjī?","能不能再告訴我，這附近有沒有提款機？"
"2","1","2013B2L01P1S13.mp3","從這裡往和平東路走，好像沒有銀行，","I don’t think there are any banks between here and Heping East Road,","Cóng zhèlǐ wǎng Hépíng Dōng Lù zǒu, hǎoxiàng méi yǒu yínháng,","從這裡往和平東路走，好像沒有銀行，"
"2","1","2014B2L01P1S14.mp3","不過大部分的超商裡應該都有。","but most supermarkets should have an ATM.","bú guò dà bùfèn de chāo-shāng lǐ yīnggāi dōu yǒu.","不過大部分的超商裡應該都有。"
"2","1","2015B2L01P1S15.mp3","你說的「超商」是「7-11」那種便利商店嗎？","By supermarket, do you mean convenience stores like 7/11?","Nǐ shuō de 「chāo-shāng」shì 「Qī-Shíyī」nà zhǒng biànlì shāngdiàn ma?","你說的「超商」是「7-11」那種便利商店嗎？"
"2","1","2016B2L01P1S16.mp3","是的。對了，郵局也可以提錢。","Yes. Oh, by the way, you can also withdraw money from the post office.","Shìde. Duì le, yóujú yě kěyǐ tí qián.","是的。對了，郵局也可以提錢。"
"2","1","2017B2L01P1S17.mp3","我看見了，那邊有一家便利商店。謝謝，謝謝！","I see a convenience store over there. Thank you very much.","Wǒ kànjiàn le, nà biān yǒu yìjiā biànlì shāngdiàn. Xièxie, xièxie!","我看見了，那邊有一家便利商店。謝謝，謝謝！"
"2","1","2018B2L01P1S18.mp3","不客氣。","You are welcome.","Bú kèqì.","不客氣。"
"2","1","2019B2L01P2S01.mp3","馬安同下載了新的地圖到手機裡，","Ma Anton downloaded a new map to his cell phone.","Mǎ Āntóng xiàzài le xīn de dìtú dào shǒujī lǐ,","馬安同下載了新的地圖到手機裡，"
"2","1","2020B2L01P2S02.mp3","他找白如玉跟他在師大附近走走，試試地圖好用不好用。","He went to see Bai Ruyu and asked her to accompany him on a walk around NTNU to try out the map functions.","tā zhǎo Bái Rúyù gēn tā zài Shīdà fùjìn zǒuzǒu, shìshì dìtú hǎoyòng bù hǎoyòng.","他找白如玉跟他在師大附近走走，試試地圖好用不好用。"
"2","1","2021B2L01P2S03.mp3","他們看著地圖，從學校門口往左轉，","Looking at the map, they turned left at the main entrance of the school.","Tāmen kànzhe dìtú, cóng xuéxiào ménkǒu wǎng zuǒ zhuǎn,","他們看著地圖，從學校門口往左轉，"
"2","1","2022B2L01P2S04.mp3","過了和平東路就到了師大路。","After crossing Heping East Road, they arrived at Shida Road.","guò le Hépíng Dōng Lù jiù dào le Shīdà Lù.","過了和平東路就到了師大路。"
"2","1","2023B2L01P2S05.mp3","在師大路上，他們看見很多賣小吃的店，","On Shida Road, they found a lot of eateries","Zài Shīdà Lù shàng, tāmen kànjiàn hěnduō mài xiǎochī de diàn,","在師大路上，他們看見很多賣小吃的店，"
"2","1","2024B2L01P2S06.mp3","也有賣衣服和日用品的商店。","as well as shops selling clothes and articles of daily use.","yě yǒu mài yīfú hàn rìyòngpǐn de shāngdiàn.","也有賣衣服和日用品的商店。"
"2","1","2025B2L01P2S07.mp3","他們經過兩個小巷子再右轉，","They took a right turn after a couple of small alleys.","Tāmen jīng guò liǎng ge xiǎo xiàngzi zài yòu zhuǎn,","他們經過兩個小巷子再右轉，"
"2","1","2026B2L01P2S08.mp3","這邊的商店比師大路的多。","There were more shops there than on Shida Road.","zhè biān de shāngdiàn bǐ Shīdà Lù de duō.","這邊的商店比師大路的多。"
"2","1","2027B2L01P2S09.mp3","他們逛了半天，白如玉覺得有一點餓，","After walking around for a while, Bai Ruyu was hungry.","Tāmen guàng le bàntiān, Bái Rúyù juéde yǒu yìdiǎn è,","他們逛了半天，白如玉覺得有一點餓，"
"2","1","2028B2L01P2S10.mp3","所以他們到一家麵店，點了兩碗牛肉麵。","They went to a noodle shop and ordered two bowls of beef noodles.","suǒyǐ tāmen dào yìjiā miàn diàn, diǎn le liǎng wǎn niúròu miàn.","所以他們到一家麵店，點了兩碗牛肉麵。"
"2","1","2029B2L01P2S11.mp3","他們一邊吃麵，一邊看著手機裡的地圖，","They checked out the map on the cell phone while eating","Tāmen yì biān chī miàn, yì biān kànzhe shǒujī lǐ de dìtú,","他們一邊吃麵，一邊看著手機裡的地圖，"
"2","1","2030B2L01P2S12.mp3","發現離麵店不遠的巷子裡有一家賣背包的店。","and noticed a backpack shop in an alley not too far from the noodle shop.","fāxiàn lí miàn diàn bù yuǎn de xiàngzi lǐ yǒu yìjiā mài bēibāo de diàn.","發現離麵店不遠的巷子裡有一家賣背包的店。"
"2","1","2031B2L01P2S13.mp3","馬安同正好想買一個背包，","Ma Anton was just thinking about getting a backpack,","Mǎ Āntóng zhènghǎo xiǎng mǎi yí ge bēibāo,","馬安同正好想買一個背包，"
"2","1","2032B2L01P2S14.mp3","所以決定吃了麵就到這家店去看看。","so they decided to go to the store after they finished eating.","suǒyǐ juédìng chī le miàn jiù dào zhè jiā diàn qù kànkàn.","所以決定吃了麵就到這家店去看看。"
"2","1","2033B2L01P2S15.mp3","最後，馬安同買了一個背包，","Ma Anton bought a backpack","Zuìhòu, Mǎ Āntóng mǎi le yí ge bēibāo,","最後，馬安同買了一個背包，"
"2","1","2034B2L01P2S16.mp3","白如玉也在附近買了兩枝筆和一本本子。","and Bai Ruyu bougth two pens and a notebook nearby.","Bái Rúyù yě zài fùjìn mǎi le liǎng zhī bǐ hàn yì běn běnzi.","白如玉也在附近買了兩枝筆和一本本子。"
"2","1","2035B2L01P2S17.mp3","馬安同和白如玉都覺得，逛師大附近的店真有意思，","Ma Anton and Bai Ruyu thought shopping in the NTNU area was fun","Mǎ Āntóng hàn Bái Rúyù dōu juéde, guàng Shīdà fùjìn de diàn zhēn yǒuyìsi,","馬安同和白如玉都覺得，逛師大附近的店真有意思，"
"2","1","2036B2L01P2S18.mp3","吃的東西和日用品也很便宜。","and that the food and articles for daily use were very inexpensive.","chī de dōngxi hàn rìyòngpǐn yě hěn piányí.","吃的東西和日用品也很便宜。"
"2","2","2037B2L02P1S1.mp3","安同，早！你要去哪裡？","Anton, good morning. Where are you going?","Āntóng，zǎo！ Nǐ yào qù nǎlǐ？","安同，早！你要去哪裡？"
"2","2","2038B2L02P1S2.mp3","早！我約了朋友一起去看電影，你呢？","Good morning! I am going to see a movie with some friends. And you?","Zǎo！ Wǒ yuē le péngyǒu yìqǐ qù kàn diànyǐng，nǐ ne？","早！我約了朋友一起去看電影，你呢？"
"2","2","2039B2L02P1S3.mp3","我要去看電腦展。","I am going to the computer show.","Wǒ yào qù kàn diànnǎo zhǎn.","我要去看電腦展。"
"2","2","2040B2L02P1S4.mp3","你去哪裡看電腦展？","Where are you going for the computer show?","Nǐ qù nǎlǐ kàn diànnǎo zhǎn？","你去哪裡看電腦展？"
"2","2","2041B2L02P1S5.mp3","世貿展覽館，我現在要去對面坐公車。","The World Trade Center Exhibition Hall. I am going across the street now to take the bus.","Shìmào Zhǎnlǎn Guǎn，wǒ xiànzài yào qù duìmiàn zuò gōngchē.","世貿展覽館，我現在要去對面坐公車。"
"2","2","2042B2L02P1S6.mp3","那裡離台北101不遠，妳怎麼不坐捷運呢？","/It's not too far from Taipei 101. Why don't you take the MRT there?","Nàlǐ lí Táiběi yī líng yī bù yuǎn，nǐ zěnme bú zuò jiéyùn ne？","那裡離台北101不遠，妳怎麼不坐捷運呢？"
